AreaCode,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,OTHER_ROOMS,PARK_FACILITY,BUILDINGTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,REG_FEE,COMMIS,SALES_PRICE
3,810,1,1,1,1,0,2,3,2,4,3.6,2.5,3.4,218080,68150,6815000
7,1795,60,2,1,1,0,2,3,2,5,4.8,4,3.2,309419,159397,9376320
2,1791,91,1,1,2,0,1,3,2,4,2.3,4.7,2.6,493791,303872,18991980
1,611,117,1,1,0,0,1,2,0,5,2.3,2.3,3.3,313501,16500,8250025
1,1192,1,1,1,1,0,1,2,0,3,5,4.9,4.3,387689,121153,12115290
1,1071,57,1,1,1,0,3,3,2,2,3,4.9,2,243380,14750,7375160
3,1176,94,1,1,1,0,2,3,1,4,2.8,4.3,2.7,284890,110280,9190000
3,1101,95,1,1,1,1,1,3,2,4,4.5,3.8,4.4,359022,186159,13297100
3,1146,92,1,1,1,1,3,3,2,4,4.3,3.3,3.4,255722,78684,9835470
1,918,83,1,1,1,1,2,1,2,1,4.6,2.9,4,274160,28119,7029740
5,2331,188,4,2,0,0,1,3,1,6,2.2,2.5,2.2,909160,181832,18183200
5,2419,180,4,2,0,1,3,3,2,6,2.7,3.1,3.7,664728,317913,14450600
5,1422,9,2,1,1,0,1,3,2,5,4.9,2.4,2.4,534346,236107,12426660
7,1667,146,2,1,1,0,1,1,0,4,5,4.8,4.1,446113,170572,13120960
7,1634,50,2,1,1,0,2,2,1,1,4.5,3,4.2,244564,45051,6435890
5,1587,53,2,1,1,0,1,3,1,5,3.2,4.1,2.7,688215,206465,13764300
7,1641,13,2,1,1,0,3,3,2,1,3.2,3.1,3.2,232203,105547,7036460
7,1673,125,2,1,1,1,3,1,1,4,3.5,4.9,2,433898,141017,10847450
6,1901,62,2,1,2,0,3,3,1,5,4.9,3.4,2.9,531981,201290,14377860
2,1859,22,2,1,2,0,3,3,0,5,2.6,4.8,3.4,441044,239424,12601250
1,1034,200,1,1,1,0,1,1,0,5,3.1,2.1,4,412770,145684,12140295
3,832,25,1,1,1,1,2,1,1,4,2.3,4.8,3.9,241661,56387,8055350
2,1577,125,1,1,2,1,2,3,1,6,4.6,2.6,3.2,397364,251664,13245480
6,1682,119,1,1,2,1,1,1,2,5,4.5,3.3,4.4,787045,242168,20180630
2,1652,132,1,1,2,0,2,3,0,6,2.5,5,2.6,370420,71694,11949030
6,1793,141,1,1,2,1,2,3,2,4,4.2,4.6,3.4,453748,77785,12964240
3,1116,134,1,1,1,1,2,3,2,4,4.5,3.8,4.9,228971,135686,8480400
1,883,2,1,1,1,0,3,2,2,2,4.8,3,3.7,216844,44644,6377770
6,1589,4,1,1,2,0,3,3,2,6,3,3.2,4.4,516480,232416,12911990
1,981,23,1,1,1,0,1,3,0,4,3.9,3.3,2.4,400221,148653,11434875
1,1222,27,2,2,0,1,2,2,2,4,4.1,3,2.4,315335,29563,9854210
5,1337,117,2,1,1,1,3,1,2,4,2,4.6,3.6,465530,102417,9310600
7,1535,49,2,1,1,1,3,1,1,4,4.9,3.2,2.4,335133,172972,10810740
7,1538,36,2,1,1,1,1,1,2,5,4.7,2.2,3.2,551444,113117,14139590
4,1376,147,2,2,0,1,3,3,2,6,5,4,3,394300,226723,9857500
6,1975,150,2,1,2,0,1,3,1,6,4.1,3.9,5,599398,177599,22199910
4,786,100,1,1,0,0,3,3,1,4,4.4,2,2.9,266305,84438,6495250
4,1094,157,1,1,1,0,2,2,2,1,3.4,3.9,3.5,118500,75050,3950000
5,2293,83,4,2,0,0,3,1,2,5,4.6,3.4,2.3,599710,112446,12493960
2,1554,65,1,1,2,1,1,2,1,6,5,3.8,2.2,631227,153025,19128100
2,1520,166,1,1,2,0,1,1,0,4,2.3,2.9,5,504129,173294,15754040
5,1761,58,2,1,1,0,1,3,2,4,3.1,4.9,2.4,639665,341155,14214780
4,500,64,1,1,0,1,3,2,1,5,3.4,2.6,2,231219,145338,6606250
4,1500,30,2,2,0,0,3,3,0,5,4.5,2.8,2.2,273528,85478,8547750
4,715,146,1,1,0,0,3,1,2,3,2.8,2.3,4.5,224444,99173,5219625
2,1901,89,2,1,2,0,3,1,1,4,3.7,2.4,3.7,526328,219303,14620220
1,1235,140,2,2,0,1,3,2,1,3,4,3.4,4.7,412093,31699,10566485
6,1797,1,1,1,2,0,1,3,2,6,5,4.6,3.8,783698,391849,20623620
2,1943,171,2,1,2,1,1,2,1,6,3.9,2.4,2.1,706131,318898,22778410
3,901,48,1,1,1,0,3,2,0,5,2.7,3.2,4,193768,81979,7452620
2,1685,108,1,1,2,1,1,2,0,5,3.2,3.6,2.7,504544,205555,18686820
7,1784,151,2,1,1,1,3,3,2,2,2.4,4.8,2.2,380238,175494,9749680
2,1602,13,1,1,2,0,1,1,2,4,4.1,3.3,4.3,473208,332998,17526220
6,1665,9,1,1,2,0,3,2,0,5,3.6,4.5,4.3,349266,228830,12043670
5,1932,126,3,2,0,1,3,3,1,4,4.8,2.1,4.6,426380,170552,12182280
1,801,194,1,1,1,0,1,3,0,2,4.4,4.6,3.2,287086,50662,8443700
2,1705,5,1,1,2,0,1,2,0,6,4.4,3.5,3.8,759022,291931,19462090
1,845,193,1,1,1,0,2,3,1,4,4.3,3.5,2.8,260987,73403,8155855
6,1943,72,2,1,2,0,2,3,0,6,4.2,2,4.8,415678,147499,13408980
4,1262,89,1,1,1,1,3,1,2,3,4.9,4.4,3.9,361273,82108,8210750
6,1881,131,2,1,2,0,2,3,2,6,4.3,3,3.6,475074,211144,13196500
7,1611,115,2,1,1,1,2,3,0,5,2.7,2.1,3.8,304891,95278,9527840
7,1969,93,3,2,0,0,3,1,1,3,2.5,4.6,4,416598,160230,10682000
3,878,65,1,1,1,0,2,1,0,6,4.8,2.2,3.6,206042,29435,7358650
3,1037,30,1,1,1,0,3,3,0,5,4.8,3.4,4.9,276132,138066,8629140
3,1187,1,1,1,1,1,3,3,2,4,3.9,2.1,4.2,284281,107831,9802790
5,1361,16,2,1,1,0,3,3,1,6,2.7,2.8,3.4,401999,120600,10049980
3,999,70,1,1,1,1,3,3,0,6,4.1,3.4,2.4,252771,74895,9361880
3,1020,95,1,1,1,0,1,3,2,5,3.3,5,3.3,337288,72276,12046000
7,1651,57,2,1,1,0,1,3,2,1,3,4,3.3,423554,145218,12101540
4,508,34,1,1,0,0,1,3,2,6,3.6,4.7,5,213735,142490,7124500
1,812,69,1,1,1,1,3,3,1,3,2.5,4.3,4.9,267218,103439,8619940
4,1697,58,2,2,0,0,1,3,2,3,3.6,4.3,2.5,472366,186749,10985250
1,1063,28,1,1,1,1,3,2,2,1,2.1,2.9,4.1,293859,115997,7733125
4,635,20,1,1,0,1,2,1,0,6,4.4,3,5,285565,104475,6965000
6,1540,70,1,1,2,0,1,3,1,4,2.5,4.1,4.3,557959,174362,17436220
3,1123,104,1,1,1,1,1,3,1,4,2.7,4.1,2.5,367386,176890,13606900
3,774,2,1,1,0,0,2,2,1,4,3.7,2.9,2.1,226288,102858,6857200
3,816,117,1,1,1,1,3,3,0,4,3.1,2,3.7,220289,53173,7596170
3,814,4,1,1,1,1,2,3,0,6,3.8,2.5,4.4,228432,50763,8460450
3,1241,156,2,1,1,0,3,2,2,6,2.1,4,4.3,334529,83632,10454020
7,1768,173,2,1,1,0,3,2,2,6,3.2,4.1,2.8,333851,73030,10432830
3,786,98,1,1,0,1,3,3,2,4,2.9,2.2,2.2,191940,59059,7382320
2,1592,138,1,1,2,0,2,3,2,4,3,2.9,3.8,360653,127289,10607450
2,1552,18,1,1,2,0,1,3,1,5,4.1,4.3,2.3,659679,121520,17359980
3,1220,79,2,1,1,0,1,2,0,5,4.3,2.1,3.4,410035,140950,12813600
7,1628,114,2,1,1,1,3,3,2,5,2.1,3.3,2.1,416336,131474,10956200
7,1787,111,2,1,1,1,1,3,2,3,2.3,4.3,4.7,518728,177850,14820800
7,1903,2,3,2,0,1,1,3,1,2,3.1,2.2,2.2,597725,245221,15326290
6,1989,162,2,1,2,0,3,3,2,5,2.8,5,3.9,549478,130140,14459960
7,1870,175,3,2,0,1,3,2,1,4,3.6,2.6,4,415861,242586,11551700
2,1939,176,2,1,2,0,1,1,2,6,5,3.2,3.4,675931,196238,21804220
4,1261,89,1,1,1,0,1,2,1,6,4.1,3.9,3.2,430930,93174,11646750
4,656,112,1,1,0,0,2,3,0,1,4.3,2.2,4.1,138058,33014,3001250
4,1661,94,2,2,0,1,3,3,2,1,3.4,2.6,4.8,279926,143962,7997875
6,1972,85,2,1,2,1,1,2,1,6,3.3,3.5,4.5,802148,297941,22918500
2,1730,180,1,1,2,1,1,2,0,5,2,2,4.6,738288,174858,19428640
1,887,131,1,1,1,0,3,2,0,4,3.2,2.9,4.4,251033,7383,7383325
7,1673,34,2,1,1,0,1,1,1,2,3.9,2.8,4.7,447855,263444,13172210
7,1548,111,2,1,1,1,3,2,0,5,4.7,2.6,3.4,361661,97746,9774610
1,1227,128,2,2,0,1,3,3,0,1,2.1,3.2,4.7,329959,130247,8683125
3,1004,106,1,1,1,1,3,2,2,5,4.3,3.6,3.5,291426,65806,9400830
2,1509,96,1,1,2,1,3,2,1,6,4.8,3.6,2.9,517455,83912,13985270
3,1092,80,1,1,1,1,1,3,2,5,3.2,4.6,2.3,381035,217734,13608400
2,1982,75,2,1,2,1,2,3,0,4,3.8,3.9,2.6,444983,139852,12713810
3,1217,97,2,1,1,1,3,3,2,4,2.8,3.4,3,279146,144742,10338740
7,1649,170,2,1,1,1,2,2,2,2,4.6,2.6,2.4,309942,97877,8156380
4,592,109,1,1,0,0,2,3,0,2,4.7,2,4,137065,39162,2797250
3,1237,99,2,1,1,0,1,1,0,5,4.2,2.9,3.8,376317,209065,13937650
1,1156,191,1,1,1,0,1,3,0,3,3.9,2.6,3.2,440325,101613,11290385
3,992,91,1,1,1,1,1,2,1,5,4.2,4.8,4.8,363689,188579,13469950
4,1302,143,1,1,1,0,3,1,0,5,3.1,2.1,3.8,303786,72330,7233000
2,1796,120,1,1,2,0,3,3,1,4,4.9,2.2,4.3,403967,175052,13465550
3,1001,18,1,1,1,0,2,3,2,5,3.3,4.1,2.4,246018,23064,7688050
2,1930,161,2,1,2,1,2,1,0,4,2.9,2.6,4.2,413732,173500,13346190
4,1530,134,2,2,0,1,3,2,2,3,4.6,4.9,2.4,383640,125100,8340000
2,1819,83,2,1,2,1,3,3,2,5,4.8,2,2.7,494451,276311,14542670
6,1502,54,1,1,2,0,3,3,0,5,2.1,2.7,4.5,296066,74016,10573780
2,1781,70,1,1,2,1,3,3,2,5,2.4,4.6,2,561143,100718,14388290
1,1132,86,1,1,1,0,2,3,2,1,3.5,4.2,2.2,204175,95707,6380465
1,833,184,1,1,1,1,3,3,0,4,3.4,3.3,2.4,267337,16709,8354290
1,1223,144,2,2,0,0,3,1,2,6,2.3,2.8,2.6,384251,98807,10978600
2,1738,200,1,1,2,0,3,1,1,5,2.1,2.1,3.9,505142,172812,13293200
3,1057,58,1,1,1,0,2,3,2,4,3.1,3.9,3.9,231803,94170,7243850
4,671,31,1,1,0,0,2,3,2,6,2,3.4,3.2,227985,86265,6161750
3,1072,148,1,1,1,1,1,2,0,4,2.5,3.5,3.6,361286,186872,12458150
4,1375,38,2,2,0,1,2,3,0,3,2.6,3.1,2.3,339936,56656,7082000
3,1122,77,1,1,1,1,3,1,0,4,5,4.7,3.7,251472,152679,8981140
5,1526,77,2,1,1,1,2,3,1,6,4.4,2.6,5,538127,263572,10982180
1,614,36,1,1,0,1,2,3,2,1,2.5,4.3,4.8,194501,68648,5720630
1,1192,90,1,1,1,1,2,3,0,1,2.3,3.3,2.4,217211,35034,7006800
4,1220,134,1,1,1,1,3,3,0,1,3.1,4.7,3.8,267766,110599,5821000
2,1970,75,2,1,2,0,3,3,1,6,3.7,2.3,2.9,538751,142611,15845620
5,1315,94,1,1,1,1,1,1,2,4,4.8,4.6,3.7,572104,114421,12713420
3,705,145,1,1,0,1,1,1,1,6,4.4,4.7,2.5,359947,136531,12411950
3,1222,98,2,1,1,0,1,3,2,6,4.7,2.2,3.8,348274,125379,13930950
2,1836,39,2,1,2,0,1,3,2,4,4.8,2,4.4,656080,96482,19296480
4,739,121,1,1,0,1,1,2,1,6,3,2.5,4.1,447896,218972,9953250
4,1430,189,2,2,0,0,2,2,0,4,2.5,2.5,2.5,202446,143671,6530500
7,1901,89,3,2,0,1,2,1,1,6,3.3,3.3,2.5,428679,257207,12247960
7,1630,72,2,1,1,1,3,3,0,4,3,2.4,3.5,303753,170861,9492280
7,1798,188,2,1,1,1,3,3,2,4,3.6,3.9,4.2,362052,223620,10648590
3,900,186,1,1,1,0,3,3,2,5,3.8,4.9,2.7,243505,117825,7855000
6,1911,169,2,1,2,1,1,2,2,5,4.4,3.4,4.3,592024,190294,21143730
4,659,128,1,1,0,1,3,3,0,1,2.2,3.1,4.1,212911,108628,4345125
1,714,115,1,1,0,1,1,2,1,1,2.8,4.9,2.2,351194,105358,8779845
3,703,137,1,1,0,1,2,2,0,4,3.3,4.3,4.1,191253,17930,5976650
4,565,51,1,1,0,1,3,3,0,3,2.9,2.6,3.7,169413,53244,4840375
3,1151,7,1,1,1,0,2,3,1,4,4.9,3,3.1,217114,25052,8350550
2,1541,194,1,1,2,0,3,1,2,6,4.3,4.1,3.6,372992,226460,13321150
2,1509,109,1,1,2,1,3,3,1,6,4.3,4.4,2,461844,108669,13583660
6,1706,107,1,1,2,1,2,1,2,5,4.9,4.4,4.8,450776,218558,13659880
3,983,132,1,1,1,0,2,3,0,6,3.7,2.2,4.5,257040,140957,8291600
4,1189,102,1,1,1,1,3,3,1,2,3.9,4.9,2.8,327561,152862,7279125
5,2325,17,4,2,0,1,3,3,1,4,2.1,3.2,4,495490,107133,13391620
3,1024,74,1,1,1,1,1,3,1,5,4.8,3,2.7,397216,205457,13697100
5,1997,28,3,2,0,0,1,3,2,6,4.2,4.6,3.1,773321,263258,16453640
7,1888,38,3,2,0,0,3,3,2,6,2.6,4.2,4,365093,153104,11777200
3,887,137,1,1,1,1,3,1,1,5,2.9,2.6,2.7,304334,123636,9510440
3,1162,27,1,1,1,0,1,1,2,6,4.2,2.6,2.5,332724,106472,13308950
4,1124,112,1,1,1,0,2,3,2,6,4.9,2.8,2,267881,126891,7049500
5,2392,51,4,2,0,1,2,3,1,6,4.5,3,4.7,571171,106264,13283040
3,1256,129,2,1,1,1,1,3,0,5,4.8,4.4,3.1,420209,140070,14006950
6,1611,192,1,1,2,0,3,3,1,4,4.4,2.3,3.7,329359,97588,12198470
5,1399,65,2,1,1,0,3,3,1,4,2,4.1,4.8,355170,191245,9106920
7,1738,30,2,1,1,1,1,3,0,4,2.9,2.2,3,452873,183980,14152290
7,1843,148,3,2,0,1,3,2,0,3,4.9,2,3.9,326046,197604,9880180
3,920,87,1,1,1,0,3,2,2,6,2.4,5,3.8,230098,102266,8522150
2,1804,87,2,1,2,0,2,3,1,5,2.6,2.9,4.8,484106,209343,13083950
3,1272,67,2,1,1,1,3,3,2,4,4.1,3.6,3.4,300538,51817,10363390
7,1690,28,2,1,1,0,3,2,2,4,3.6,4.9,2.1,325691,105629,8802450
7,1502,170,2,1,1,0,2,3,0,3,3.8,2.7,3.6,208132,94605,6307030
3,710,83,1,1,0,1,2,1,0,6,4.9,2.7,4.8,201563,120938,8062500
3,1060,200,1,1,1,1,3,2,2,4,3.9,3.6,4,299688,27244,9081450
3,952,136,1,1,1,1,1,3,0,5,2.2,3.6,5,310978,80624,11517700
1,1240,51,2,2,0,1,1,1,0,2,2.3,2.3,3.3,440371,163566,12582025
2,1540,58,1,1,2,1,3,3,2,4,4.3,3.6,3.7,367494,104998,13124770
6,1991,130,2,1,2,0,1,3,2,6,2.2,3.2,3.2,870464,424072,22319600
4,560,117,1,1,0,1,1,2,1,3,4.7,3.9,4.2,220658,80908,7355250
5,2419,50,4,2,0,1,3,3,2,5,2.1,2.9,2.4,495503,169514,13039560
7,1812,39,3,2,0,0,2,3,1,4,4.6,4.4,3.4,394123,70740,10105720
5,2415,33,4,2,0,1,2,1,1,6,3.5,2.6,4.5,596329,241371,14198300
3,1047,92,1,1,1,0,1,2,0,6,2.6,4.4,4.7,308547,106805,11867200
1,954,189,1,1,1,1,1,3,0,4,2.7,3.2,3.4,370163,86371,12338765
1,641,35,1,1,0,0,2,3,0,4,2,2.3,3.5,187070,6236,6235675
2,1591,157,1,1,2,0,2,3,1,6,4.4,4.1,4.6,317733,73323,12220490
2,1815,130,2,1,2,1,3,3,1,4,2.2,3.8,3.2,389212,201814,14415250
1,1027,74,1,1,1,0,2,3,1,1,4.3,3.4,4.1,259018,40898,6816270
4,1181,37,1,1,1,1,1,3,0,5,3,4.8,3.7,397342,193577,10188250
7,1998,91,3,2,0,1,2,1,1,1,2.5,3.7,3.3,317782,121505,9346520
4,1161,19,1,1,1,1,3,2,1,6,5,3.1,3.1,304875,147818,9238625
4,643,192,1,1,0,1,3,2,1,1,4,3.5,2.3,200052,50013,4546625
6,1885,117,2,1,2,0,2,3,0,6,4.1,4.4,2.7,370688,63912,12782330
1,674,92,1,1,0,0,3,2,2,5,3.8,4.5,4.5,238018,14425,7212670
3,884,163,1,1,1,1,3,1,2,4,3.2,2,4.5,268028,138337,8646080
4,1014,195,1,1,1,1,1,2,2,5,4.8,2.5,3.8,414617,115707,9642250
1,719,43,1,1,0,0,2,2,2,1,3.6,5,2.2,171943,35270,4408790
4,792,179,1,1,0,0,2,1,2,1,2.6,3,4.3,113759,65005,3250250
5,2085,134,3,2,0,0,2,1,1,6,4.4,2.1,4.1,570279,279320,11638340
3,1048,6,1,1,1,1,1,3,0,5,4.2,3.5,2.2,433340,157578,13131500
1,1069,159,1,1,1,0,3,3,1,1,2.5,2.5,3,224582,35091,7018200
1,868,125,1,1,1,0,1,2,2,3,3.5,4.6,2.4,385077,48135,9626920
4,862,78,1,1,0,0,1,3,2,2,4.4,2,4.5,300982,143651,6840500
7,1658,143,2,1,1,0,1,1,2,3,5,2.4,3.7,495168,192565,13754660
2,1814,195,2,1,2,0,2,3,1,6,2.8,3.8,2.6,539186,256114,13479660
4,1512,97,2,2,0,1,2,3,2,6,2.1,4.6,2.7,481263,86627,9625250
5,2330,144,4,2,0,0,1,3,2,6,4,2.8,5,700269,331706,18428120
4,507,145,1,1,0,1,3,3,2,1,3.2,3.6,4.5,122498,43235,3602875
3,863,80,1,1,1,0,1,3,2,5,4.3,3.9,3.3,304243,146876,10491150
4,1622,78,2,2,0,1,2,2,0,3,2.7,4.6,3.4,293727,69935,6993500
3,796,79,1,1,0,0,3,2,2,4,4.7,3.2,2.6,202222,36111,7222220
4,596,161,1,1,0,0,2,3,2,5,2.7,3.1,3.5,215629,99926,5259250
3,945,145,1,1,1,0,1,3,0,5,2.6,4.8,3.7,353456,33137,11045500
3,840,180,1,1,1,0,3,3,0,5,4.2,3.6,3.7,217338,74710,6791800
2,1799,39,1,1,2,0,3,3,0,6,2.9,3,5,329477,158149,13179060
6,1769,79,1,1,2,0,1,3,2,6,3.9,3,4,680240,144293,20613320
5,1354,169,2,1,1,0,3,3,2,5,4.6,2.5,2.3,364655,233753,9350120
2,1979,151,2,1,2,1,2,3,2,5,4.8,3.9,4.9,493571,211530,14102030
3,1168,15,1,1,1,1,1,3,2,5,4.3,2.8,3.6,460901,144032,14403150
7,1944,152,3,2,0,0,3,3,2,1,4.1,3.5,4.4,269721,80916,8990700
4,1122,115,1,1,1,1,2,3,1,5,2.4,4,4.5,426925,85385,8538500
7,1666,161,2,1,1,1,3,1,1,1,2.9,2,3,348980,122143,8724510
6,1977,52,2,1,2,1,2,2,2,5,3.4,5,4.9,419049,223493,13968290
5,2237,28,4,2,0,0,1,3,2,6,3.5,2.8,3.1,706887,344381,18125300
7,1760,42,2,1,1,0,3,2,2,3,2.1,2.7,2.6,306481,120980,8065300
3,1159,108,1,1,1,0,3,3,0,4,3.4,2.2,2.1,224499,80178,8017830
3,874,97,1,1,1,0,2,3,1,4,2.3,2.1,4.7,227589,121381,7586300
1,1082,4,1,1,1,0,2,1,1,2,3.6,4.3,2.1,284144,110500,7892890
3,1079,37,1,1,1,1,3,3,0,6,4.1,3.3,4,266354,29595,9864980
4,1112,140,1,1,1,0,2,1,1,1,3.7,2.1,3.2,214729,57261,4771750
4,1188,97,1,1,1,0,1,2,2,4,2.6,3.4,2.2,327084,186905,9345250
6,1878,108,2,1,2,1,2,3,0,5,4.2,2.8,3.7,425847,239539,13307710
7,1642,131,2,1,1,0,1,2,2,6,3.3,4.9,4.5,513344,190670,14666960
3,1032,16,1,1,1,0,2,3,0,4,3.3,4.8,4.8,184505,99349,7096350
6,1657,130,1,1,2,0,2,2,1,4,3.8,4.5,3.5,403102,138206,11517200
3,1060,99,1,1,1,1,1,2,0,4,2.1,4.8,3.4,331869,172080,12291450
3,782,80,1,1,0,0,3,3,2,6,2.9,2.4,2.9,224796,23255,7751590
7,1958,182,3,2,0,0,3,2,1,3,2.7,3.7,4.4,340150,130057,10004420
5,1511,68,2,1,1,1,2,3,1,4,4.3,5,3.3,411912,86214,9579340
1,1177,48,1,1,1,1,3,3,2,5,3.3,2.9,2.3,410496,105255,10525540
5,2427,50,4,2,0,1,3,1,2,6,2.1,3,3,690074,215648,14376540
4,916,139,1,1,1,0,2,3,2,5,2.4,3,3.8,217539,90641,6042750
5,1910,166,3,2,0,1,2,3,1,6,3.7,2.9,4.2,555443,283893,12343180
1,877,58,1,1,1,1,1,3,2,2,4.4,4.5,4.3,381789,168436,11229080
6,1781,160,1,1,2,1,2,3,1,4,5,3.4,3.6,377534,104147,13018400
7,1688,23,2,1,1,1,2,1,1,3,2,3.1,3.2,289451,115780,9648350
4,500,113,1,1,0,0,2,2,1,1,3.3,2.3,2,169956,84978,3540750
7,1597,10,2,1,1,0,2,3,1,2,2.6,3.9,2.2,230920,122676,7216250
4,1670,167,2,2,0,1,3,3,1,4,3.4,4.7,4,427529,91613,10179250
5,2211,49,3,2,0,0,3,1,1,4,2.8,4.7,5,385715,192858,12053600
4,527,112,1,1,0,1,3,1,2,1,2.6,2.9,4,209570,72894,4555875
1,921,94,1,1,1,0,1,3,0,1,3.1,3.9,3.9,342351,25676,8558785
7,1631,196,2,1,1,1,3,3,2,3,4.2,5,4.1,351196,129388,9241990
4,1624,2,2,2,0,1,2,2,2,5,2.8,4.3,4.7,412673,137558,9170500
2,1767,181,1,1,2,0,1,3,0,4,3.6,5,4.4,496863,147219,18402320
4,517,75,1,1,0,0,1,2,0,1,3.6,5,2.5,134160,40560,3120000
4,828,158,1,1,0,0,2,1,2,1,3.7,2.1,3.6,170499,95646,4158500
5,1328,72,1,1,1,0,2,1,1,6,3.9,3.2,3.8,277069,221655,9235640
2,1734,119,1,1,2,1,3,3,1,6,2.9,2.4,4.2,552268,122726,15340770
3,804,25,1,1,1,1,1,3,0,4,3.5,2,4.7,323852,114915,10446850
6,1919,185,2,1,2,0,1,2,1,6,4,3.6,4.6,572722,176222,22027780
7,1694,68,2,1,1,0,3,1,1,5,3.2,3.6,3.3,388753,157603,10506840
7,1767,181,2,1,1,0,2,3,2,6,3,2.9,3.8,336409,189230,10512770
7,1612,10,2,1,1,1,2,1,1,1,4.5,3.5,2.4,332863,85349,8534940
5,1407,28,2,1,1,0,3,3,1,4,2.5,3.3,4.5,397305,92396,9239640
4,1229,1,1,1,1,0,1,1,0,4,3.5,2.7,3.9,311157,188580,9429000
4,1674,102,2,2,0,1,1,1,0,6,2.6,3.7,4.1,662563,172266,13251250
7,1523,56,2,1,1,1,1,2,2,1,3.7,3.2,4.5,488111,183042,12202770
5,2259,130,4,2,0,0,3,3,2,5,4.4,4.5,3.8,474972,225612,11874300
1,1146,197,1,1,1,1,2,2,0,5,3.1,3.4,3.4,287606,62914,8987700
7,1885,47,3,2,0,0,3,3,2,1,3.8,3.6,2.6,260308,113885,8134610
2,1712,173,1,1,2,1,1,2,0,5,4.8,2.3,3.5,681038,189177,18917730
3,717,130,1,1,0,0,2,2,2,6,3.2,3.1,2.6,248813,75398,7539800
4,1101,23,1,1,1,1,3,3,1,1,4.9,3.6,3.2,315102,118163,6564625
5,2158,118,3,2,0,0,2,3,2,4,3.5,4.5,2.2,468191,117048,9753980
3,823,114,1,1,1,0,2,3,2,6,3.5,2.7,3,231311,140439,8261100
2,1530,40,1,1,2,0,1,2,1,4,2.3,4.7,4.9,608885,295744,17396720
2,1817,131,2,1,2,1,2,3,1,4,4.4,2.5,2.2,345452,66433,13286630
4,1311,99,1,1,1,0,3,3,2,2,2.4,2.1,2.5,183617,100693,5923125
3,819,12,1,1,1,0,1,3,1,6,2,2.3,4.5,302228,174362,11624150
2,1559,46,1,1,2,1,2,1,1,6,2,3,4.5,517955,258978,13630400
4,532,0,1,1,0,1,3,3,2,1,2.2,3.8,4.4,198283,60347,4310500
1,1182,178,1,1,1,1,1,1,1,5,2.4,2.8,3.1,492202,61525,15381325
7,1957,173,3,2,0,0,1,2,1,4,5,4.3,4.8,625712,192527,16043910
3,1136,57,1,1,1,0,2,3,0,5,4.7,3.2,3.6,216301,83193,8319250
4,1337,123,2,2,0,0,2,3,0,5,3.1,4.3,2.1,255448,117368,6904000
2,1899,102,2,1,2,1,3,2,0,4,3.3,4.2,4.9,414628,155486,12957140
1,895,44,1,1,1,0,1,2,1,1,2.9,2.8,4.9,396282,132094,10161065
7,1666,70,2,1,1,0,3,3,0,1,4.1,3.6,4.6,220283,102799,7342750
7,1924,123,3,2,0,1,1,2,1,5,2.8,2.6,3.3,569577,117266,16752260
1,968,27,1,1,1,1,1,1,2,6,3.1,2.1,4.6,558789,167637,13969720
4,813,118,1,1,0,0,1,1,0,4,2.7,4.9,4.8,311681,112736,6631500
1,1259,26,2,2,0,1,1,2,1,4,3.2,3.6,2.2,484766,106043,15148940
2,1555,43,1,1,2,1,1,3,2,5,4.5,3,3.5,561663,355720,18722090
4,1033,181,1,1,1,0,2,3,0,2,2.4,3.2,4.5,134508,73368,4076000
4,1275,116,1,1,1,0,2,1,1,6,4.9,2.1,4.1,269816,168635,8431750
5,1916,11,3,2,0,0,3,3,1,4,4.5,4.2,2.2,420652,143907,11069780
3,714,76,1,1,0,1,2,1,0,4,3.8,3.9,4.2,175993,91516,7039700
5,1488,185,2,1,1,0,1,3,2,4,2.8,3.3,2.2,527646,287807,11991960
4,1591,43,2,2,0,1,2,3,0,6,2.1,3.2,4.2,382503,165172,8693250
3,1075,190,1,1,1,1,2,2,0,6,3.7,2,2.9,282611,136433,9745200
5,1603,181,2,1,1,1,2,3,2,4,4.3,2.9,5,409532,243769,9750760
5,1852,148,3,2,0,1,2,3,1,4,2.7,3.2,3,333894,183103,10770760
4,1504,129,2,2,0,0,2,3,1,2,4.3,2.1,2.4,207878,154232,6705750
5,1950,189,3,2,0,0,1,3,1,4,4.4,2.7,3.9,602996,293767,15461440
1,1279,44,2,2,0,0,1,3,2,3,2.5,3.2,4.2,453580,137449,13744855
2,1931,164,2,1,2,0,3,1,0,5,2,3.8,4.1,403988,201994,13466270
1,1066,197,1,1,1,0,1,1,2,3,4.4,2.3,3.7,434292,120637,12063670
4,651,139,1,1,0,1,2,3,2,5,3.6,4,4.5,276423,72397,6581500
3,809,88,1,1,1,0,2,3,2,5,3.1,3.4,3.5,201426,86326,7193800
4,1363,117,2,2,0,1,3,1,1,2,5,3,3.2,281593,152213,7610625
3,897,178,1,1,1,0,3,1,0,4,4.4,4.2,5,189618,98320,7022890
4,630,97,1,1,0,0,1,2,0,2,3.8,4.8,3.4,209843,64951,4996250
1,678,3,1,1,0,1,2,2,2,1,3.3,4,4.7,195794,48949,5438735
